,0
0,0.002179681576952207
1,0.011241843175068489
2,0.004428998264185635
3,0.009654117706028531
4,0.012669171905902
5,0.011445162988380941
6,0.002191495243514474
7,0.01037988160897152
8,0.0031748695459825615
9,0.012536195974963027
10,0.005953267296354259
11,0.001417566958677785
12,0.011189138103294693
13,0.006330988503622015
14,0.0011512718491895058
15,0.004539331306479655
16,0.004203547076680358
17,0.009158342071270864
18,0.007852770665620401
19,0.017602769179047684
20,0.028209558374883148
21,0.025075967339835747
22,0.030224155616695114
23,0.033756708510022326
24,0.02819193145757959
25,0.02232493042215844
26,0.01246382770576182
27,0.018829453392269713
28,0.014594680138760863
29,0.01870854824304824
30,0.01648112200390095
31,0.021436046545614262
32,0.02465793428562635
33,0.02046901910602461
34,0.030789572109100494
35,0.026924989527914445
36,0.02925755643820871
37,0.0036509134851319125
38,-0.00017606985725371338
39,-0.0017282902029052138
40,-0.0015834452072875926
41,0.019760881840280575
42,0.03271773944058065
43,0.025258136361030914
44,0.01926689111319324
45,0.02164165136818963
46,0.03434615839534705
47,0.03755327290927557
48,0.039746169319409885
49,0.034854289678866834
50,0.024960442727095744
51,0.018669517854070117
52,0.0321411137205081
53,0.029026279398938204
54,0.03419694310526378
55,0.03957123842682253
56,0.04646252481962465
57,0.03763540886625161
58,0.05163973854895221
59,0.04513167077463076
60,0.05039112915095201
61,0.05347264841878441
62,0.05097450210182153
63,0.056695513060264435
64,0.0481642728247611
65,0.049263865279303154
66,0.051246359204256464
67,0.04504018187892167
68,0.05951130005596372
69,0.052530550308538926
70,0.0561881673527298
71,0.05648509964605353
72,0.06036677919955524
73,0.06111973799940351
74,0.05894189461323873
75,0.061773342700847556
76,0.05818391267575307
77,0.0756420408731655
78,0.06737904265697625
79,0.06849480522176066
80,0.07014992977236156
81,0.06514063447773433
82,0.06371091550528107
83,0.06396519713549353
84,0.0637107330588802
85,0.08361420152083188
86,0.07821719093653878
87,0.0722715425962348
88,0.0733002769583706
89,0.0722656434012936
90,0.06764574742954066
91,0.06159617207286683
92,0.0799409564682092
93,0.059151661448539894
94,0.07278356055747714
95,0.0640652667386703
96,0.07530277770652205
97,0.08091455149608251
98,0.07891402777911138
99,0.0827534473068452
100,0.08624229550870721
101,0.08302283519803755
102,0.08609866462544935
103,0.09044338327922885
104,0.09077781534310425
105,0.08967825397809248
106,0.0878683567353451
107,0.09114812065085509
108,0.10325065520215038
109,0.09957874653356158
110,0.1023457887076531
111,0.08738122644793189
112,0.09297351611306781
113,0.10418115311503917
114,0.09448861788697882
115,0.08924639779877896
116,0.08561298024084407
117,0.08543072845840394
118,0.07749429162157817
119,0.08334850342037159
120,0.0906833748961211
121,0.09258253556065132
122,0.08652989623166008
123,0.09338906444705297
124,0.09303472021893366
125,0.09199633985197986
126,0.08581470777304179
127,0.09022368360178112
128,0.093146665306588
129,0.08704312108727463
130,0.08192092837010945
131,0.0875459301465824
132,0.08623941426531068
133,0.07918390843503609
134,0.08122581033218679
135,0.0827987513349655
136,0.08590052170687223
137,0.08319822525658149
138,0.08532858706696556
139,0.08304797453797685
140,0.09570727042070004
141,0.100668828632823
142,0.100678951785099
143,0.10168927824716834
144,0.12133462026161723
145,0.10884741049750168
146,0.1025073061549
147,0.10510984316437844
148,0.11589883611749996
149,0.11672981560809381
150,0.1073761348876936
151,0.09472196842340175
152,0.10669680264397585
153,0.11486986685259892
154,0.1285611783960403
155,0.10140173077317716
156,0.1074868232083881
157,0.10452492453702367
158,0.09138759268297303
159,0.09026923288335809
160,0.10989544918506744
161,0.0985628776483678
162,0.09095075364127503
163,0.08106734820126293
164,0.07535086095370302
165,0.08334855790614704
166,0.06852771982247474
167,0.07778088143718764
168,0.06964658273130664
169,0.07310531841959311
170,0.07476781465208471
171,0.08679485242057217
172,0.08185852287450301
173,0.07654580593829752
174,0.06100017054169493
175,0.0438427328396267
176,0.07672394302202457
177,0.08272133491693157
178,0.08503083530697819
179,0.07418438554924345
180,0.0809763158699397
181,0.07316364516798957
182,0.06513133809692762
183,0.0639347557084724
184,0.06353288278228653
185,0.06516802747116057
186,0.07191566576212494
187,0.07656290673872457
188,0.07922502301751311
189,0.08384762892323439
190,0.07435950403109581
191,0.08029293831822404
192,0.0804155523254928
193,0.07295001920200339
194,0.07132328317636127
195,0.07463048969104369
196,0.07422260533102887
197,0.07302255432085047
198,0.07489289443124081
199,0.07692332827864456
200,0.07652781066622771
201,0.07493649819098147
202,0.07156854737218521
203,0.0771070085627592
204,0.08278985296665886
205,0.0796260906993469
206,0.07593225624786748
207,0.07261088039590247
208,0.07090938989366546
209,0.07722840630631778
210,0.08483543989815079
211,0.08111151275349782
212,0.07966421883208574
213,0.08430683998272848
214,0.09132913945296628
215,0.09173998172712916
216,0.0922772538834038
217,0.07935964385664818
218,0.07752395061609008
219,0.07526978784043092
220,0.06484656414125012
221,0.06662983174459747
222,0.06145289715373514
223,0.06861020534298756
224,0.07234683352215177
225,0.06981795854996209
226,0.0627649474442975
227,0.05278204614024218
228,0.0552462634291182
229,0.05877851124503075
230,0.04647928475930119
231,0.04902870504255996
232,0.04168309051596775
233,0.05034401756106943
234,0.0534922854423896
235,0.05448104461036585
236,0.049466356281193
237,0.04505464351651067
238,0.046727178764932376
239,0.04872596156764408
240,0.05527196248463362
241,0.054357230857577266
242,0.049913458212633044
243,0.03643491512716923
244,0.04442009126679203
245,0.039973437276698665
246,0.04961881716854344
247,0.05031225902973602
248,0.04628491384906286
249,0.04477491376724685
250,0.04085010289333435
251,0.042978200950984036
252,0.0396705417604446
253,0.04152486150373069
254,0.04526189081708765
255,0.04756740178062646
256,0.054309614737448664
257,0.05204198558430417
258,0.061176419378943914
259,0.06125082332730636
260,0.0662059387601528
261,0.06599371825117606
262,0.06283864686770002
263,0.07098999224866187
264,0.07765398990135752
265,0.07556935431158518
266,0.07674050955201683
267,0.07459949748030659
268,0.07397519079639325
269,0.0756640747002808
270,0.07788583085271927
271,0.07927895826612996
272,0.07596336213312083
273,0.0822242768916821
274,0.07710363424536926
275,0.07919686817187999
276,0.07297128413073284
277,0.07090389230421312
278,0.06911680646112117
279,0.05467286189264198
280,0.054363330457389836
281,0.053689877993743584
282,0.053783025533193474
283,0.0513126657504237
284,0.047473638494896386
285,0.05570496030376271
286,0.06266868347132037
287,0.06739029883182557
288,0.06184130449460423
289,0.06742793281394532
290,0.06714003087573639
291,0.07179792372315186
292,0.06552973769882975
293,0.06691291865210824
294,0.07632207268592284
295,0.08307111535643297
296,0.07800949283187242
297,0.07952118619925597
298,0.09090503376799375
299,0.09141847726196595
300,0.086625607934671
301,0.08842544122967455
302,0.08587067010902105
303,0.09243072493971116
304,0.08998690579123059
305,0.0851966092484
306,0.07823516387298857
307,0.07691813484717436
308,0.08159192793121162
309,0.08658094339760991
310,0.09187495136231139
311,0.10419822552986369
312,0.09703496847974291
313,0.10345451918080495
314,0.09468676491946026
315,0.09509019628463955
316,0.10204652312558826
317,0.10492197063025888
318,0.10402846740776184
319,0.10592294504212085
320,0.10326059648515118
321,0.10793109985272453
322,0.11145547127332645
323,0.09503540223474749
324,0.08153316461983229
325,0.08052559326680564
326,0.0733489690411313
327,0.07521974749391691
328,0.07137429760062863
329,0.07747637119331285
330,0.06358570489029858
331,0.0695153676874658
332,0.07184809874074372
333,0.07172062277135383
334,0.07445409265974057
335,0.07625917994028497
336,0.0849343196236454
337,0.08590306435142159
338,0.07022462823479247
339,0.06714609906450253
340,0.06648754848026162
341,0.0658364571808232
342,0.06145308316772691
343,0.06958857349658532
344,0.07045926363856436
345,0.07156590869586865
346,0.0620029296485336
347,0.059298747947936103
348,0.06302149011041025
349,0.06436255972285188
350,0.06587399857743192
351,0.06282612305253044
352,0.057664258732229134
353,0.05827959876306599
354,0.05851995937939547
355,0.051579777141677496
356,0.04560693443360431
357,0.04842084678633207
358,0.0480694148170151
359,0.05172791106450014
360,0.05627852726017535
361,0.05234353616926013
362,0.059534743264754386
363,0.06357168616286724
364,0.06105308051911784
365,0.06026222369540557
366,0.06478403453180892
367,0.06718888194019401
368,0.06542154915638254
369,0.06897348698863848
370,0.07624557948020083
371,0.07458010713606389
372,0.08812972988819157
373,0.08314750559744
374,0.08516476015958374
375,0.0857228601136657
376,0.07945427504177216
377,0.07635861287086754
378,0.07366939241978332
379,0.07757582536337781
380,0.07638097353378392
381,0.07465969680316009
382,0.07334302469288878
383,0.07592723687311942
384,0.07533268308676577
385,0.07336384141866303
386,0.08252153791290406
387,0.07827109136198862
388,0.07507003319283911
389,0.06688490138818648
390,0.06370673829972495
391,0.061582934249370114
392,0.07091873689624228
393,0.06972090293662325
394,0.07110805047257074
395,0.06958021856679353
396,0.07656966607737181
397,0.06681283861331577
398,0.06982348026324203
399,0.07113714766077384
400,0.06240365005726911
401,0.05827148681861005
402,0.0641115675923496
403,0.05063757442849126
404,0.04529263273423645
405,0.04885594447101327
406,0.048886695349188214
407,0.04547528497563258
408,0.041137895588730045
409,0.03475460360341742
410,0.03601726440321529
411,0.04693149377293637
412,0.05001263067255346
413,0.053185454836931934
414,0.05083377256840138
415,0.05049259277211293
416,0.05370993990785822
417,0.046696356928580096
418,0.05161902740543223
419,0.04814681650730246
420,0.04648026193726995
421,0.04732443230694838
422,0.05044118164336808
423,0.04903923393673404
424,0.05750339119324477
425,0.05890961511332282
426,0.06361389549105789
427,0.06678011397999728
428,0.07184274648767075
429,0.0660717205923429
430,0.07119105380838175
431,0.07030332819449048
432,0.07042063473584781
433,0.06772817887748817
434,0.06487204045527761
435,0.06984874589810186
436,0.06997439765544278
437,0.06958324641664015
438,0.06464255272577102
439,0.06565357369245794
440,0.06820132625618425
441,0.07092099690383713
442,0.06879403058006583
443,0.0620994258458758
444,0.06247649545755718
445,0.06136029393312148
446,0.06181205379942356
447,0.06371310049783818
448,0.06532406474749153
449,0.06518112938511944
450,0.06409683151165857
451,0.06406094026351816
452,0.0631186326219828
453,0.05686443351431736
454,0.05351475015997176
455,0.048424318135639854
456,0.05286324063908765
457,0.0583234786507667
458,0.05797579200774461
459,0.07068086810785656
460,0.06885613300270466
461,0.06327478120270746
462,0.06001892470665138
463,0.06567502066396869
464,0.060863068079031635
465,0.06303879449501948
466,0.06092884888152472
467,0.06186495136428771
468,0.06210346992858562
469,0.061751373818645705
470,0.058906231136707676
471,0.06373927309828042
472,0.06547490936658229
473,0.06286988496021007
474,0.059283789379165786
475,0.05995847846644686
476,0.061653015884991946
477,0.056849057928138214
478,0.061191730909061715
479,0.060416503814519684
480,0.061043449154808416
481,0.0566596170340774
482,0.05722629669259338
483,0.051224714903365776
484,0.05231171985207195
485,0.048224559396087496
486,0.05516955984316296
487,0.049561399595121625
488,0.05025423057430123
489,0.04817555564110898
490,0.04660526866212611
491,0.05438531221985743
492,0.05286746658853181
493,0.05184315264548767
494,0.05195741124322595
495,0.056074477927891664
496,0.06111773620049088
497,0.05695305223563785
498,0.06315551646440709
499,0.06009341602506191
500,0.06272865718741993
501,0.05934928575906673
502,0.05435870470028714
503,0.05704333608672929
