Date;Open;High;Low;Close
2004-05-06;111,25;111,25;109,4;110,57
2004-05-07;110;110;107,26;107,3
2004-05-10;105,5;105,75;103,93;104,92
2004-05-11;105,74;106,31;105,6;106,31
2004-05-12;106,95;107,15;105,61;107,15
2004-05-13;107,4;107,42;106,6;106,8
2004-05-14;107,6;108,59;107,1;107,99
2004-05-17;107,8;108,14;107,35;107,5
2004-05-18;107,6;107,63;106,13;106,48
2004-05-19;107,5;108,27;106,51;106,67
2004-05-20;107,19;107,19;106,4;106,63
2004-05-21;107,2;107,3;106,1;106,14
2004-05-24;106,6;108,57;106,6;108,57
2004-05-25;109,35;110,6;109,35;110,6
2004-05-26;110,85;110,87;109,44;109,86
2004-05-27;110,26;110,26;108,7;109,1
2004-05-28;109,1;109,26;109,06;109,06
2004-06-01;110,4;110,47;109,84;110,27
2004-06-02;110,55;110,75;109,8;110,2
2004-06-03;110,45;110,56;109;109
2004-06-04;109;109,1;108,54;108,83
2004-06-07;109,6;110,84;109,52;110,84
2004-06-08;111,09;111,32;110,01;110,29
2004-06-09;109,45;109,46;108,61;108,93
2004-06-10;109,5;110,3;109,5;109,98
2004-06-14;109,4;109,4;108,71;108,81
2004-06-15;110;111,03;110;110,73
2004-06-16;111,99;112,56;111,61;112,32
2004-06-17;113,25;113,76;112,59;113,59
2004-06-18;114,3;114,41;114,05;114,23
2004-06-21;114,25;114,25;113,69;114,07
2004-06-22;113,6;114,3;113,22;114,3
2004-06-23;114,9;115,94;114,32;115,9
2004-06-24;116,6;116,6;115,58;115,81
2004-06-25;115,8;116,16;115,17;115,35
2004-06-28;114,8;114,8;113,18;113,47
2004-06-29;113,5;113,79;113,5;113,75
2004-06-30;114,12;114,99;113,81;114,99
2004-07-01;114,8;114,99;114,12;114,6
2004-07-02;114,8;115,21;114,6;114,98
2004-07-06;115,36;115,75;114,99;115,46
2004-07-07;115,49;116,15;115,02;116,06
2004-07-08;115,96;116,25;115,61;115,85
2004-07-09;116,44;116,6;115,69;116,6
2004-07-12;116,45;116,45;115,6;115,97
2004-07-13;115,64;115,64;114,76;115,51
2004-07-14;115,25;116,59;115,25;116,59
2004-07-15;116,65;117,41;116,5;117,15
2004-07-16;118,05;118,61;117,72;118,39
2004-07-19;118,05;118,42;117,49;117,98
2004-07-20;117,53;117,59;117;117,44
2004-07-21;117,42;117,88;115,32;115,32
2004-07-22;115,64;115,7;114,89;115,45
2004-07-23;115,15;115,15;114,27;114,51
2004-07-26;114,6;114,88;112,7;113,25
2004-07-27;112,7;114,74;112,62;114,74
2004-07-28;115,15;115,78;114,28;115,7
2004-07-29;116,1;116,71;115,55;116,62
2004-07-30;117,1;117,28;116,72;117,21
2004-08-02;117,1;117,1;115,79;117
2004-08-03;117,57;118,13;117,57;117,7
2004-08-04;117,65;117,65;115,7;115,73
2004-08-05;115,6;115,6;113,7;113,7
2004-08-06;113,7;113,7;111,57;111,7
2004-08-09;112,22;113,75;112,22;113,21
2004-08-10;113,21;114,08;113,07;113,09
2004-08-11;112,95;112,95;111,73;112,27
2004-08-12;112,72;112,72;111,11;111,17
2004-08-13;112;112,63;111,71;112,3
2004-08-16;112,55;113,64;112,55;113,56
2004-08-17;113,4;113,4;111,88;112,07
2004-08-18;112,7;113,2;112,35;113,2
2004-08-19;113,55;114,34;113,48;114,01
2004-08-20;114,68;115,72;114,68;114,97
2004-08-23;114,93;115;113,22;113,22
2004-08-24;113,23;113,42;112,13;112,74
2004-08-25;112,81;113,35;112,81;113,35
2004-08-26;113,32;114,12;112,77;114,03
2004-08-27;114,6;115;114,6;114,94
2004-08-30;115,4;115,4;114,1;114,2
2004-08-31;114,77;115,76;114,62;115,76
2004-09-01;116,1;117,62;116,1;117,42
2004-09-02;117,99;118,62;117,76;118,62
2004-09-03;117,87;118,48;117,62;118,48
2004-09-07;118,23;118,23;117,4;117,92
2004-09-08;117,67;118,49;117,67;118,17
2004-09-09;118,2;119,71;118,2;119,45
2004-09-10;119,2;119,2;118,25;118,62
2004-09-13;119,4;119,49;119,17;119,3
2004-09-14;119,3;119,96;119,16;119,54
2004-09-15;119,55;120;119,22;119,25
2004-09-16;119,44;119,92;119,4;119,74
2004-09-17;120,55;121,21;120,12;121,1
2004-09-20;121,35;122,15;121,34;121,34
2004-09-21;122,1;124,36;122,1;124,23
2004-09-22;123,5;123,79;123,03;123,45
2004-09-23;122,85;122,95;122,1;122,57
2004-09-24;122,95;124,07;122,9;123,83
2004-09-27;123,65;124,15;123,14;123,55
2004-09-28;124,95;125,89;124,86;125,65
2004-09-29;125,4;125,53;124,1;124,8
2004-09-30;125,02;125,86;125,02;125,78
2004-10-01;125,9;127,31;125,9;127,31
2004-10-04;126,56;127,15;126,49;126,84
2004-10-05;127,5;128,53;127,5;128,21
2004-10-06;128,83;130,4;128,83;130,4
2004-10-07;131,05;131,41;129,25;129,37
2004-10-08;129,72;130,12;129;129,56
2004-10-11;130,07;130,07;128,07;128,34
2004-10-12;128,19;128,25;126,92;126,92
2004-10-13;125,1;125,24;123,01;124,28
2004-10-14;124,84;125,94;124,84;125,36
2004-10-15;126,2;126,2;125,44;125,79
2004-10-18;125,84;125,84;124,24;124,24
2004-10-19;123,55;124,5;123,33;123,47
2004-10-20;124,3;126,26;124,3;126,26
2004-10-21;126,66;127,59;126,44;127,3
2004-10-22;127,73;128,09;127,14;127,14
2004-10-25;127,17;127,93;126,82;127,53
2004-10-26;127,7;128,43;127,15;128,43
2004-10-27;128,9;129,05;126;126,48
2004-10-28;126;126,3;124,21;124,36
2004-10-29;125,12;126,23;124,94;126,09
2004-11-01;127;127,23;125,07;125,35
2004-11-02;125,5;125,55;123,82;123,99
2004-11-03;125,7;126,99;125,19;126,95
2004-11-04;127,28;128,23;127,28;128,2
2004-11-05;128,41;129,11;128,01;128,96
2004-11-08;128,65;128,65;127,09;127,2
2004-11-09;127,17;127,56;126,7;126,81
2004-11-10;127,15;128,37;126,32;128,19
2004-11-11;127,6;128,32;127,6;128,32
2004-11-12;128,27;130,62;128,21;130,55
2004-11-15;130,5;130,5;127,57;128,17
2004-11-16;128,35;128,77;128,05;128,07
2004-11-17;129,2;129,8;128,84;129,5
2004-11-18;129,48;130,11;129,32;130,11
2004-11-19;130,2;131,64;130,2;131,44
2004-11-22;131,91;133,03;131,6;132,98
2004-11-23;133,3;134,07;133,09;133,33
2004-11-24;134,05;134,81;133,23;134,77
2004-11-26;135,63;136,61;135,63;136,29
2004-11-29;136,39;136,45;134,44;135,3
2004-11-30;135,78;135,84;135;135,19
2004-12-01;135;135,16;132,74;133,17
2004-12-02;132,17;132,17;128,77;129,36
2004-12-03;128,61;130,58;128,61;130,1
2004-12-06;130,3;130,41;129,24;130,21
2004-12-07;130;130;127,4;127,59
2004-12-08;126,05;127,78;125,22;127,63
2004-12-09;127,41;128,69;127,01;128,37
2004-12-10;128,9;129,06;127,47;127,54
2004-12-13;128,3;129,57;128,27;129,43
2004-12-14;129,55;130,11;129,01;129,9
2004-12-15;130,49;131,55;129,9;131,3
2004-12-16;130,83;130,88;129,7;130
2004-12-17;130;130,46;129,8;130,25
2004-12-20;130,96;131,42;130,76;131,14
2004-12-21;131,28;132,32;131,17;132,32
2004-12-22;132,56;132,6;130,07;130,7
2004-12-23;131,33;131,72;131,1;131,6
2004-12-27;131,32;131,32;129,86;129,86
2004-12-28;130;130,72;130;130,69
2004-12-29;130,7;131,49;130,26;131,35
2004-12-30;131,02;131,43;130,98;131,01
2004-12-31;131,25;131,82;131,25;131,29
2005-01-03;130,43;130,43;127,03;127,49
2005-01-04;127,71;127,84;126,14;126,28
2005-01-05;126,4;126,74;125,01;125,2
2005-01-06;125,4;127,33;125,2;126,77
2005-01-07;126,78;126,92;125;126,14
2005-01-10;127,14;127,98;126,83;127,21
2005-01-11;127,09;127,54;126,28;126,95
2005-01-12;127,4;128,9;127,12;128,9
2005-01-13;129,03;130,54;128,98;129,36
2005-01-14;129,5;130,21;129,25;130,19
2005-01-18;130,77;131,15;130,37;130,94
2005-01-19;131,15;131,32;130,39;130,39
2005-01-20;129,5;129,89;128,33;129,2
2005-01-21;130;131;129,79;129,79
2005-01-24;130,79;131,57;130,58;130,58
2005-01-25;131,06;131,43;130,09;130,57
2005-01-26;131,25;132,08;130,85;131,87
2005-01-27;131,5;133,21;131,5;132,7
2005-01-28;132,3;132,3;131,01;131,67
2005-01-31;131,15;133,2;130,86;132,91
2005-02-01;133,9;134,82;133,46;134,77
2005-02-02;134,9;136,49;134,9;136,44
2005-02-03;135,49;136,3;134,85;136,21
2005-02-04;136,36;137,08;136,01;137,08
2005-02-07;136,9;137,11;135,1;135,8
2005-02-08;135,7;136,71;135,11;136,55
2005-02-09;136,3;137,05;135,22;136,24
2005-02-10;137,15;139,67;137;139,32
2005-02-11;139,7;141,37;139,1;140,87
2005-02-14;141,25;141,4;140,71;140,9
2005-02-15;141,1;141,62;140,5;141,15
2005-02-16;141,82;144,7;141,67;144,5
2005-02-17;145,06;145,74;143,32;143,32
2005-02-18;144,22;146,19;144,22;145,8
2005-02-22;146,79;147,94;145,37;145,49
2005-02-23;145,7;146,98;145,26;146,98
2005-02-24;146,7;148,58;146,2;148,58
2005-02-25;148,75;152,09;148,75;151,57
2005-02-28;152,7;153,42;148,15;150,7
2005-03-01;150,28;150,7;148,06;148,43
2005-03-02;148,3;150,26;148,02;150,09
2005-03-03;151;152,15;150,51;151,9
2005-03-04;152,65;155,22;152,27;154,87
2005-03-07;154,9;154,9;152,38;153,6
2005-03-08;154,08;154,64;153,6;153,6
2005-03-09;154,06;155,24;150,37;150,5
2005-03-10;150,5;150,5;146,86;147,91
2005-03-11;147,87;150,13;147,87;149,04
2005-03-14;149,38;149,98;147,4;149,6
2005-03-15;150,49;151,08;148,14;148,4
2005-03-16;147,9;150;147,35;148,48
2005-03-17;149,47;150,66;149,21;150,42
2005-03-18;150,49;151,48;150,49;151,4
2005-03-21;151,15;151,27;149,31;149,9
2005-03-22;150,5;151,94;148,13;148,42
2005-03-23;146,72;146,89;144,62;144,83
2005-03-24;146,21;146,75;144,31;145,11
2005-03-28;144,46;144,92;143,4;144,3
2005-03-29;144,54;145,97;142,29;142,29
2005-03-30;143,2;143,81;140,73;143,81
2005-03-31;146,77;147,26;146,12;146,81
2005-04-01;148,4;149,65;147,67;149,65
2005-04-04;149,89;150,38;147,72;148,65
2005-04-05;148,8;149,01;146,74;147,21
2005-04-06;147,2;149,67;146,86;149,6
2005-04-07;150,55;150,9;148,38;149,15
2005-04-08;148,6;149,19;146,71;146,81
2005-04-11;147,06;147,76;145,85;147,5
2005-04-12;146,88;147,01;144,54;145,25
2005-04-13;144,25;145,2;141,77;142
2005-04-14;142,65;142,65;140,24;140,24
2005-04-15;139,82;140,42;135,96;136,1
2005-04-18;135,9;138,44;135,32;138,25
2005-04-19;139,61;141,87;139,61;141,65
2005-04-20;141,4;142,36;138,87;138,87
2005-04-21;139,57;142,15;139,15;142,15
2005-04-22;142,25;143,93;141,14;142,44
2005-04-25;144,35;145,02;143,63;144,1
2005-04-26;144,25;144,25;142,43;142,51
2005-04-27;142,25;142,25;138,85;139,15
2005-04-28;138,25;138,25;136,56;137,11
2005-04-29;138,69;138,69;136,81;137,8
2005-05-02;138;140,4;137,67;140,4
2005-05-03;140,25;140,25;137,81;137,81
2005-05-04;139;140,05;137,84;140
2005-05-05;140,75;141,73;140,35;141
2005-05-06;142;142,44;140,9;141,15
2005-05-09;141,6;142,5;141,23;142,5
2005-05-10;142,25;142,36;140,01;140,2
2005-05-11;140,3;140,5;139,24;140,5
2005-05-12;140,35;140,35;134,93;135,01
2005-05-13;134,8;135,36;131,9;132,79
2005-05-16;132,05;132,45;130,42;132,39
2005-05-17;132,33;134,9;132,33;134,9
2005-05-18;136,2;137,08;134,74;135,35
2005-05-19;135,1;137;135,1;137
2005-05-20;136,31;137,08;135,74;135,85
2005-05-23;136,15;138,23;136,15;137,9
2005-05-24;138,01;138,74;137,92;138,6
2005-05-25;138,74;140,29;137,77;139,82
2005-05-26;140,4;140,72;140;140,7
2005-05-27;141,4;142,87;140,99;142,79
2005-05-31;141,85;142,38;140,65;141,75
2005-06-01;142,2;144,63;142,15;143,99
2005-06-02;144,05;144,95;143,3;144,17
2005-06-03;144,2;145,36;144,01;144,91
2005-06-06;145,1;145,5;144,35;145,15
2005-06-07;145;146,07;144,11;144,11
2005-06-08;144,13;146,44;143,75;144,48
2005-06-09;72,45;73,74;72,23;73,74
2005-06-10;73,98;74,08;73,31;74
2005-06-13;74;74,6;73,51;74,48
2005-06-14;74,1;74,9;74,1;74,84
2005-06-15;75,3;75,83;75,1;75,83
2005-06-16;76,15;76,94;76,05;76,84
2005-06-17;78,05;78,17;77,36;77,7
2005-06-20;78,37;78,49;77,65;77,9
2005-06-21;77,45;77,8;76,44;76,44
2005-06-22;76,75;77,09;75,91;76,99
2005-06-23;76,7;77,85;76,5;76,7
2005-06-24;77,15;77,16;76,17;76,3
2005-06-27;76,8;77,54;76,8;77,28
2005-06-28;77,35;77,68;76,54;76,57
2005-06-29;76,65;76,83;75,95;76,35
2005-06-30;76,2;76,97;75,88;75,88
2005-07-01;76,21;77,51;76,21;77,27
2005-07-05;77,9;79,26;77,86;79,24
2005-07-06;79,72;79,82;78,3;78,45
2005-07-07;77,85;79,15;77,5;79,14
2005-07-08;79,65;79,88;78,57;79,08
2005-07-11;79,39;79,63;78,49;79,63
2005-07-12;79,42;80,49;79,4;80,17
2005-07-13;80;80,35;79,41;79,6
2005-07-14;80,45;80,45;77,61;77,98
2005-07-15;78,1;78,31;77,34;77,41
2005-07-18;77,41;77,6;77;77,38
2005-07-19;77,5;78,69;77,38;78,69
2005-07-20;78,65;79,05;78,05;79,01
2005-07-21;78,9;79,1;77,94;78,59
2005-07-22;79,08;80,63;79,08;80,63
2005-07-25;80,85;81,65;80,3;80,97
2005-07-26;80,98;81,23;80,27;80,75
2005-07-27;80,9;81,19;80,09;81,1
2005-07-28;81,6;81,75;80,74;81,46
2005-07-29;81,89;82;80,84;80,84
2005-08-01;81,57;82,14;81,4;81,75
2005-08-02;82,02;83,25;82,02;83,25
2005-08-03;83,68;83,78;82,87;83,24
2005-08-04;83,27;84;83,1;83,45
2005-08-05;83,5;83,6;82,35;82,77
2005-08-08;84,19;84,7;83,85;84
2005-08-09;84,29;84,31;83,53;83,83
2005-08-10;84,62;85,38;84,33;85,28
2005-08-11;85,1;86,36;85,1;85,94
2005-08-12;86,34;86,35;85,4;85,83
2005-08-15;85,76;85,76;84,69;85,07
2005-08-16;84,65;84,88;83,2;83,21
2005-08-17;82,86;83,71;80,96;81,39
2005-08-18;80,73;81,4;80,2;80,9
2005-08-19;81,86;82,47;81,75;82,2
2005-08-22;83,25;83,46;82;82,68
2005-08-23;82,88;83,03;81,77;82,5
2005-08-24;82,78;83,45;82,4;83,05
2005-08-25;82,87;83,07;82,46;83,03
2005-08-26;83,2;83,36;81,87;81,95
2005-08-29;83,4;83,53;82,06;82,83
2005-08-30;83,29;84,23;83,15;83,96
2005-08-31;84,74;86,63;84,74;86,34
2005-09-01;87,84;88,43;87,36;88,18
2005-09-02;87,35;87,4;86,5;86,93
2005-09-06;87,25;87,25;85,97;87,12
2005-09-07;87,13;87,88;86,71;87,06
2005-09-08;87,36;87,75;86,92;86,99
2005-09-09;87,9;89,31;87,9;89,31
2005-09-12;88,91;88,95;87,5;87,85
2005-09-13;86,75;88,05;86,75;87
2005-09-14;87,42;88,25;87,25;88,15
2005-09-15;88,69;88,87;87,5;88,2
2005-09-16;88,64;89,08;88,52;89,08
2005-09-19;90,31;91,62;90,3;91,07
2005-09-20;91,19;91,34;90;90,29
2005-09-21;92,02;92,05;91,08;91,3
2005-09-22;92,21;92,35;89,2;90,39
2005-09-23;89,25;89,51;88,75;89
2005-09-26;88,68;90,83;88,52;90,61
2005-09-27;90,12;90,66;89,74;90,57
2005-09-28;91,08;91,75;90,06;91,74
2005-09-29;92,15;92,49;91,5;92,33
2005-09-30;92,47;92,47;91,19;91,35
2005-10-03;91,98;92,12;91;91,46
2005-10-04;90,8;90,84;88,4;88,48
2005-10-05;88,25;88,31;84,85;85,04
2005-10-06;82,81;84,5;81,79;82,75
2005-10-07;83,85;84,73;83,39;84,55
2005-10-10;84,79;84,79;83,1;83,7
2005-10-11;84,76;85,76;84,75;85,43
2005-10-12;85,22;85,77;83,35;83,81
2005-10-13;82,8;82,8;80,06;81,57
2005-10-14;82,08;83,03;80,14;83
2005-10-17;84,42;84,42;83,65;84,08
2005-10-18;83,24;83,58;80,7;80,7
2005-10-19;80,01;82,2;78,85;82,01
2005-10-20;81,8;82,03;78,08;78,76
2005-10-21;78,36;80,68;78,35;79,5
2005-10-24;79,23;82,13;79,23;81,78
2005-10-25;82,69;83,84;82,47;83,6
2005-10-26;83,54;85,53;82,97;83,13
2005-10-27;83,79;83,79;81,23;81,38
2005-10-28;81,8;83,19;80,31;82,91
2005-10-31;84,14;84,91;83,09;83,9
2005-11-01;83,42;84,43;83,15;84,15
2005-11-02;84,25;86;84,25;86
2005-11-03;86,69;87,65;86,54;87,22
2005-11-04;86,75;86,75;84,7;85,1
2005-11-07;84,63;84,65;83,54;83,97
2005-11-08;83,68;85;83,4;84,67
2005-11-09;84,16;85,48;83,43;83,88
2005-11-10;82,99;82,99;80,99;81,43
2005-11-11;81,61;82,41;81,31;82,18
2005-11-14;83,4;84,13;82,21;82,68
2005-11-15;82,95;84,56;82,57;82,68
2005-11-16;83,5;84,78;82,94;84,6
2005-11-17;85,59;85,84;84,45;84,88
2005-11-18;84,8;85,09;84,01;84,94
2005-11-21;85,72;86,85;85,4;86,79
2005-11-22;87,44;88,4;87,1;88,16
2005-11-23;87,56;88,5;87,01;87,85
2005-11-25;88,07;88,54;87,95;88,39
2005-11-28;87,3;87,4;85,71;85,71
2005-11-29;86,45;86,62;85,82;86,14
2005-11-30;86,14;86,78;85,74;86,34
2005-12-01;87,05;88,76;87;88,7
2005-12-02;88,7;89,14;88,34;89
2005-12-05;89,9;90,32;89,25;89,48
2005-12-06;90,48;90,7;89,02;90,06
2005-12-07;90,69;91,17;89,6;89,98
2005-12-08;90,2;91,56;90,02;91,45
2005-12-09;91,35;91,35;90,11;90,44
2005-12-12;91,47;91,47;90,64;91,12
2005-12-13;91,99;92,47;91,2;91,24
2005-12-14;91,35;91,67;90,74;91,61
2005-12-15;91,36;91,36;90,24;90,85
2005-12-16;90,83;90,83;89,08;89,14
2005-12-19;90,23;90,23;88,57;88,85
2005-12-20;89,14;89,59;88,95;89,4
2005-12-21;89,69;90,3;89,45;89,75
2005-12-22;90,17;90,35;89,61;89,87
2005-12-23;88,71;89,71;88,37;89,23
2005-12-27;88,53;88,53;86,76;87
2005-12-28;88;88,89;87,5;88,55
2005-12-29;88,5;89,22;87,87;88,02
2005-12-30;87,48;88,74;87,48;88,33
2006-01-03;89,5;91,95;89,5;91,9
2006-01-04;91,5;92,84;91,1;92,8
2006-01-05;91,8;92,26;90,64;91,4
2006-01-06;92,4;93,74;92,21;93,34
2006-01-09;93,5;93,7;92,65;93,29
2006-01-10;93,04;94,17;93,03;94,05
2006-01-11;94;94,55;92,8;94,25
2006-01-12;94,72;95,4;93,35;93,49
2006-01-13;94,05;94,97;93,6;94,87
2006-01-17;96,07;96,6;95,82;96,49
2006-01-18;95,85;96;93,91;94,95
2006-01-19;95,2;97,37;95,07;97,08
2006-01-20;98,8;99,16;96,97;97,55
2006-01-23;97,3;99,08;96,92;98,88
2006-01-24;98,45;99,13;98,25;98,33
2006-01-25;99,1;99,11;95,91;96,87
2006-01-26;96,75;97,41;95,34;97,32
2006-01-27;98,75;99,38;98,1;98,86
2006-01-30;100;101,38;100;100,83
2006-01-31;100,95;101,4;100,16;100,86
2006-02-01;101,1;101,44;99,04;99,45
2006-02-02;99,65;99,65;96,88;98,03
2006-02-03;98,3;98,3;96,62;97,3
2006-02-06;98,41;99,51;98,38;99,4
2006-02-07;97,17;97,17;94,36;94,79
2006-02-08;94,54;94,87;92,75;94,6
2006-02-09;95,6;96,24;92,75;93,09
2006-02-10;92,86;93,25;90,71;92,24
2006-02-13;92,01;92,66;90,76;91,27
2006-02-14;89,75;91,5;89,69;91,15
2006-02-15;91,4;91,98;89,54;90,25
2006-02-16;90,95;92,2;90,87;92,02
2006-02-17;93,45;93,45;92,57;92,98
2006-02-21;95,37;95,43;94,01;94,58
2006-02-22;94,1;94,1;92,96;93,47
2006-02-23;93,2;93,99;92,32;92,94
2006-02-24;94,22;94,52;93,78;93,86
2006-02-27;93,64;93,64;92,25;92,3
2006-02-28;91,5;91,89;90,77;91,4
2006-03-01;92,59;93,32;92,19;93,07
2006-03-02;93,8;94,74;93,34;94,59
2006-03-03;94,46;95,4;94,41;94,67
2006-03-06;94,42;94,42;91,74;91,81
2006-03-07;91,35;91,35;89,8;90,42
2006-03-08;88,92;90,7;88,5;89,95
2006-03-09;90,73;91,03;89,42;89,59
2006-03-10;88,5;90,56;88,5;90,1
2006-03-13;90;91,86;90;91,54
2006-03-14;91,6;93,6;91,47;93,22
2006-03-15;93,45;94,1;93;94,1
2006-03-16;94,22;95,37;93,62;95,15
2006-03-17;94,9;95,15;94,18;94,18
2006-03-20;93,93;94,5;92,38;92,55
2006-03-21;91,54;93,31;91,52;91,81
2006-03-22;92,03;93,59;92;92,5
2006-03-23;93,3;94,09;93,07;93,7
2006-03-24;93,95;95,22;93,95;94,79
2006-03-27;94,48;95,33;93,95;95,01
2006-03-28;95,9;96,48;95,1;95,45
2006-03-29;95,56;96,9;95,4;96,9
2006-03-30;97,66;98,14;96,79;97,3
2006-03-31;96,8;96,8;95,25;95,97
2006-04-03;97,05;98,18;96,54;96,67
2006-04-04;96,57;97,85;96,22;97,45
2006-04-05;97,82;99,26;97,52;99,07
2006-04-06;99,96;100,19;98,53;99,5
2006-04-07;99,55;99,76;98;98,29
2006-04-10;99,75;99,98;99,11;99,79
2006-04-11;100,8;100,9;98,55;98,95
2006-04-12;99,37;99,43;98,37;98,93
2006-04-13;97,97;99,13;97,25;99,04
2006-04-17;99,9;100,75;99,9;100,72
2006-04-18;101,39;103,7;101,39;103,7
2006-04-19;103,5;105,19;102,79;105
2006-04-20;104,9;104,99;102,11;103,57
2006-04-21;103,83;105,85;103,83;105,63
2006-04-24;105,38;105,38;104;104
2006-04-25;105,53;105,83;102,5;103,25
2006-04-26;103,67;104,74;102,01;102,11
2006-04-27;100,46;102,55;99,5;100,8
2006-04-28;101,84;103;101,78;102,27
2006-05-01;103,34;104,42;103,12;103,61
2006-05-02;104,81;105,75;104,21;105,75
2006-05-03;105,86;106;103,5;104,46
2006-05-04;103,7;104,9;102,5;104,1
2006-05-05;105,52;105,52;104,51;105,3
2006-05-08;104,04;105;103,52;104,9
2006-05-09;105,15;106,64;105;106,31
2006-05-10;106,06;107,4;105,56;107,4
2006-05-11;107,9;107,9;105,51;105,82
2006-05-12;105;105;102,22;102,42
2006-05-15;99,83;100,82;98,43;99,59
2006-05-16;100,42;100,79;98,54;99,77
2006-05-17;100,02;100,08;96,39;97,24
2006-05-18;97,9;97,9;95,36;95,36
2006-05-19;95;96,65;93,52;95,88
2006-05-22;94,29;95,53;92,32;94,9
2006-05-23;96,87;98,2;95,36;95,36
2006-05-24;94,77;95,7;92,35;94,17
2006-05-25;95,51;97,75;95,21;97,53
2006-05-26;97,53;98,46;97,08;98,26
2006-05-30;98,4;99,19;96,83;96,86
2006-05-31;97,6;99;96,88;99
2006-06-01;97,85;99,73;97,34;99,21
2006-06-02;100,76;101;99,63;100,93
2006-06-05;101,42;101,42;97,55;97,57
2006-06-06;97,4;97,9;96;96,91
2006-06-07;96;96,6;93,66;93,71
2006-06-08;92,22;94;89,79;93,73
2006-06-09;93,8;94,75;92,41;93,37
2006-06-12;94;94,02;90,67;90,67
2006-06-13;89,66;90,77;87,63;88
2006-06-14;89,13;90,19;88,68;90
2006-06-15;91,8;94,28;91,77;93,73
2006-06-16;93,35;93,86;91,91;93,14
2006-06-19;92,46;92,46;89,77;90,1
2006-06-20;90,77;91,62;89,65;89,8
2006-06-21;90,7;92,89;90,53;91,75
2006-06-22;91,76;92,55;91,16;92,2
2006-06-23;93,4;94,31;93,15;93,62
2006-06-26;93,75;94,95;93,07;94,72
2006-06-27;95,35;96,12;94,37;94,69
2006-06-28;95,15;96,05;94,88;95,75
2006-06-29;97;99,16;96,97;99,1
2006-06-30;99,58;100,11;98,91;99,5
2006-07-03;100,57;101,33;100,27;101,08
2006-07-05;101,5;101,5;99,13;100,79
2006-07-06;101,11;101,55;100,37;100,68
2006-07-07;101,35;101,78;99,18;99,63
2006-07-10;100,35;100,35;98,9;99,31
2006-07-11;100;101,02;99,42;100,6
2006-07-12;101,17;101,33;99,98;100,36
2006-07-13;100,44;100,6;98,89;99,13
2006-07-14;99,48;100,13;97,98;100,09
2006-07-17;99,2;99,21;96,55;97,1
2006-07-18;97,82;98,03;95,56;97,16
2006-07-19;97;98,55;96,83;98,39
2006-07-20;98,67;98,75;95,78;95,78
2006-07-21;95,71;95,84;94,15;94,15
2006-07-24;94,57;97,12;94,57;96,87
2006-07-25;97,72;98,9;97,3;98,8
2006-07-26;98,8;100,92;98,12;100,5
2006-07-27;101,32;101,85;99,42;100,05
2006-07-28;99,39;100,45;98,84;100,18
2006-07-31;100,27;102,16;100,27;101,76
2006-08-01;101,6;102,15;100,45;102,09
2006-08-02;102,97;103,95;101,79;102,56
2006-08-03;101,22;102,56;101,22;101,91
2006-08-04;102,42;102,42;100,02;100,88
2006-08-07;101,25;102,19;100,57;101,45
2006-08-08;101,45;102,3;100,8;101,06
2006-08-09;101,85;103;101,35;101,73
2006-08-10;100,94;101,29;100,09;101,17
2006-08-11;101,06;101,16;100,13;100,65
2006-08-14;100,12;100,12;98,56;98,84
2006-08-15;99,63;99,75;98,8;99,64
2006-08-16;99,81;100,74;99,04;99,5
2006-08-17;98,96;98,96;97,82;98,8
2006-08-18;98,95;99,85;98,27;99,62
2006-08-21;100,6;100,9;100,23;100,79
2006-08-22;100,54;101,35;100,54;101,35
2006-08-23;101,1;101,52;99,76;100,03
2006-08-24;100,28;100,41;99,64;100,41
2006-08-25;100,57;101,74;100,57;101
2006-08-28;99,87;100,46;99,53;99,74
2006-08-29;99,15;99,27;98,21;99,27
2006-08-30;99,4;99,4;97,25;98,07
2006-08-31;97,99;98,74;97,69;97,92
2006-09-01;98,6;99,2;98,33;99,13
2006-09-05;98,62;100,3;98,6;99,98
2006-09-06;98,85;99,26;97,25;97,55
2006-09-07;96,4;97,29;96,06;96,71
2006-09-08;96,6;96,85;94,69;94,82
2006-09-11;92,82;92,82;91,31;91,31
2006-09-12;91,5;92,3;90,34;90,83
2006-09-13;91,85;93,21;91,76;92,9
2006-09-14;92,95;93,13;90,45;90,88
2006-09-15;90,21;91,13;90,13;90,7
2006-09-18;91,15;93,12;91,15;92,79
2006-09-19;92,81;92,81;90,45;91,2
2006-09-20;91,05;91,4;89,06;89,14
2006-09-21;89,36;91,04;89,36;90,62
2006-09-22;88;90,93;88;89,92
2006-09-25;88,7;90,08;87,64;89,74
2006-09-26;89,67;91,55;89,6;91,53
2006-09-27;92,08;92,89;91,12;92,83
2006-09-28;93,2;93,77;92,51;92,67
2006-09-29;92,75;93,32;91,84;93,05
2006-10-02;92,8;93,32;91,69;92,03
2006-10-03;90,06;90,06;88,23;88,63
2006-10-04;88,5;89,53;86,81;89,39
2006-10-05;90,8;91,17;90,01;91,13
2006-10-06;90,3;91,22;89,75;91,15
2006-10-09;91,64;92,09;90,07;90,54
2006-10-10;90,25;91,68;90,25;91,66
2006-10-11;90,8;91,43;90;90,45
2006-10-12;90,45;92,05;90,45;92,05
2006-10-13;92,24;94,08;92,24;93,65
